store,Product ID,Product Title,Brand,Unit,Quantity Per Case,State,City,District,Units_Sold,Unit_Price,Revenue,Cost,Profit,Customer_Rating,In_Stock,Date
Store #102,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Francisco,District B,129,2.77,357.33,227.04,130.29,4.9,True,2024-11-16
Store #109,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,San Diego,District A,15,6.24,93.6,55.8,37.8,4.5,True,2024-05-28
Store #108,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Illinois,Chicago,District B,81,5.15,417.15,283.5,133.65,4.9,True,2024-06-24
Store #109,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Diego,District A,16,15.53,248.48,160.64,87.84,4.5,True,2024-07-27
Store #102,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Francisco,District B,120,20.37,2444.4,1351.2,1093.2,4.8,True,2024-07-08
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,79,18.58,1467.82,847.67,620.15,3.8,True,2024-02-03
Store #105,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,New York,New York,District A,108,19.48,2103.84,1380.24,723.6,4.5,True,2024-03-25
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,80,19.62,1569.6,1014.4,555.2,4.7,True,2024-07-11
Store #108,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Illinois,Chicago,District B,80,3.85,308.0,205.6,102.4,4.5,True,2024-09-24
Store #110,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Houston,District C,89,5.32,473.48,281.24,192.24,4.7,True,2024-03-16
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,49,19.73,966.77,547.33,419.44,4.8,True,2024-04-09
Store #104,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Dallas,District C,115,6.43,739.45,469.2,270.25,4.9,True,2024-03-13
Store #101,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,Los Angeles,District A,44,11.37,500.28,283.8,216.48,4.7,True,2024-08-30
Store #101,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,Los Angeles,District A,49,20.49,1004.01,598.78,405.23,4.9,True,2024-08-14
Store #109,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Diego,District A,88,19.31,1699.28,1088.56,610.72,4.2,True,2024-04-22
Store #109,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Diego,District A,9,16.53,148.77,103.68,45.09,4.8,True,2024-12-02
Store #107,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Florida,Miami,District D,41,20.79,852.39,541.2,311.19,4.3,False,2024-03-01
Store #103,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Austin,District C,96,6.32,606.72,346.56,260.16,4.6,False,2024-10-29
Store #109,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,San Diego,District A,101,6.19,625.19,402.99,222.2,4.9,True,2024-10-20
Store #109,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Diego,District A,30,2.84,85.2,55.5,29.7,4.0,True,2024-08-06
Store #109,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Diego,District A,91,8.37,761.67,505.05,256.62,4.1,True,2024-10-19
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,43,6.13,263.59,176.3,87.29,4.2,True,2024-10-04
Store #101,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,California,Los Angeles,District A,127,4.6,584.2,321.31,262.89,4.6,True,2024-03-25
Store #110,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Houston,District C,21,6.6,138.6,78.75,59.85,5.0,True,2024-07-18
Store #104,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Dallas,District C,54,4.12,222.48,133.38,89.1,5.0,True,2024-02-11
Store #101,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,Los Angeles,District A,140,3.81,533.4,345.8,187.6,3.9,True,2024-07-11
Store #102,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,San Francisco,District B,18,8.45,152.1,101.34,50.76,4.8,True,2024-06-13
Store #110,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Houston,District C,110,2.83,311.3,173.8,137.5,4.2,True,2024-11-24
Store #105,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,New York,New York,District A,117,4.46,521.82,308.88,212.94,4.0,True,2024-09-10
Store #108,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Illinois,Chicago,District B,110,16.26,1788.6,1144.0,644.6,4.2,True,2024-07-25
Store #102,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,San Francisco,District B,126,8.85,1115.1,767.34,347.76,5.0,True,2024-09-08
Store #110,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Houston,District C,10,3.95,39.5,24.8,14.7,4.4,False,2024-05-14
Store #104,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Dallas,District C,121,5.15,623.15,430.76,192.39,4.9,True,2024-04-13
Store #103,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Austin,District C,107,5.08,543.56,343.47,200.09,3.9,False,2024-06-25
Store #103,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Austin,District C,25,20.2,505.0,277.75,227.25,3.9,True,2024-02-22
Store #104,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Dallas,District C,86,11.07,952.02,594.26,357.76,4.5,True,2024-12-08
Store #102,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,San Francisco,District B,119,5.06,602.14,391.51,210.63,4.2,True,2024-04-21
Store #101,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,Los Angeles,District A,87,8.11,705.57,479.37,226.2,4.2,False,2024-03-27
Store #102,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,San Francisco,District B,77,6.6,508.2,297.22,210.98,4.0,True,2024-05-21
Store #102,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,San Francisco,District B,32,6.56,209.92,144.0,65.92,4.7,True,2024-08-28
Store #109,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Diego,District A,24,15.21,365.04,209.52,155.52,3.9,True,2024-04-05
Store #110,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Houston,District C,31,11.64,360.84,212.66,148.18,4.9,True,2024-04-03
Store #110,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Houston,District C,130,11.82,1536.6,1003.6,533.0,4.3,True,2024-06-23
Store #104,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Dallas,District C,34,11.89,404.26,233.24,171.02,4.6,True,2024-05-04
Store #101,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,Los Angeles,District A,120,8.36,1003.2,555.6,447.6,4.7,True,2024-04-27
Store #107,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Florida,Miami,District D,35,6.26,219.1,143.5,75.6,4.3,True,2024-12-14
Store #104,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Dallas,District C,42,6.52,273.84,151.2,122.64,4.7,True,2024-09-22
Store #103,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Austin,District C,48,3.86,185.28,119.52,65.76,4.2,True,2024-12-03
Store #107,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Florida,Miami,District D,98,19.02,1863.96,1119.16,744.8,5.0,True,2024-12-03
Store #105,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,New York,New York,District A,43,6.44,276.92,174.15,102.77,4.7,True,2024-10-18
Store #110,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Houston,District C,106,16.74,1774.44,1176.6,597.84,4.9,True,2024-06-16
Store #109,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Diego,District A,65,19.85,1290.25,827.45,462.8,4.1,True,2024-05-17
Store #101,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,Los Angeles,District A,14,16.55,231.7,155.12,76.58,4.9,True,2024-03-05
Store #104,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Dallas,District C,115,20.94,2408.1,1541.0,867.1,4.6,True,2024-10-04
Store #105,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,New York,New York,District A,81,20.75,1680.75,1009.26,671.49,4.7,True,2024-03-07
Store #102,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Francisco,District B,77,19.68,1515.36,975.59,539.77,4.4,True,2024-02-13
Store #101,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,Los Angeles,District A,117,8.14,952.38,655.2,297.18,4.1,True,2024-12-01
Store #108,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Illinois,Chicago,District B,55,6.31,347.05,241.45,105.6,4.0,True,2024-09-01
Store #108,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Illinois,Chicago,District B,24,6.79,162.96,91.2,71.76,4.6,True,2024-07-13
Store #108,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Illinois,Chicago,District B,131,18.77,2458.87,1408.25,1050.62,4.5,True,2024-09-29
Store #109,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,San Diego,District A,38,2.74,104.12,66.12,38.0,4.4,True,2024-03-19
Store #109,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Diego,District A,139,7.59,1055.01,682.49,372.52,4.6,True,2024-12-14
Store #106,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Washington,Seattle,District B,73,4.66,340.18,221.19,118.99,4.8,True,2024-12-22
Store #107,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Florida,Miami,District D,89,6.41,570.49,362.23,208.26,3.8,True,2024-11-13
Store #105,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,New York,New York,District A,92,11.9,1094.8,645.84,448.96,4.0,True,2024-03-31
Store #108,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Illinois,Chicago,District B,55,18.31,1007.05,678.7,328.35,4.5,True,2024-07-20
Store #104,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Dallas,District C,73,20.57,1501.61,1013.24,488.37,4.1,True,2024-03-09
Store #109,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Diego,District A,92,18.81,1730.52,1019.36,711.16,4.6,True,2024-02-22
Store #103,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Texas,Austin,District C,128,11.12,1423.36,984.32,439.04,4.3,True,2024-06-21
Store #103,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Austin,District C,61,6.52,397.72,231.8,165.92,4.4,True,2024-10-28
Store #106,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Washington,Seattle,District B,134,3.83,513.22,336.34,176.88,4.2,False,2024-04-24
Store #108,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Illinois,Chicago,District B,103,12.01,1237.03,783.83,453.2,3.8,True,2024-05-14
Store #108,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Illinois,Chicago,District B,71,19.44,1380.24,799.46,580.78,4.6,False,2024-05-27
Store #109,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Diego,District A,33,19.78,652.74,417.78,234.96,4.0,True,2024-02-08
Store #106,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Washington,Seattle,District B,73,19.55,1427.15,803.0,624.15,4.2,True,2024-04-30
Store #102,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Francisco,District B,121,7.68,929.28,626.78,302.5,4.0,True,2024-05-30
Store #103,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Austin,District C,59,8.24,486.16,302.08,184.08,4.8,True,2024-11-13
Store #104,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Dallas,District C,86,6.0,516.0,357.76,158.24,4.1,True,2024-08-17
Store #102,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,California,San Francisco,District B,14,6.67,93.38,53.9,39.48,4.3,True,2024-02-14
Store #102,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,San Francisco,District B,139,8.47,1177.33,657.47,519.86,4.7,True,2024-10-29
Store #108,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Illinois,Chicago,District B,97,4.32,419.04,283.24,135.8,4.4,True,2024-05-19
Store #106,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Washington,Seattle,District B,40,6.56,262.4,166.4,96.0,4.9,True,2024-03-24
Store #107,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Florida,Miami,District D,134,4.45,596.3,395.3,201.0,4.4,True,2024-06-15
Store #103,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Austin,District C,91,16.01,1456.91,1016.47,440.44,4.9,True,2024-09-09
Store #106,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Washington,Seattle,District B,113,8.88,1003.44,672.35,331.09,4.2,True,2024-10-28
Store #110,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Houston,District C,133,6.25,831.25,577.22,254.03,4.9,True,2024-04-01
Store #107,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Florida,Miami,District D,39,8.34,325.26,179.01,146.25,3.8,True,2024-01-14
Store #105,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,New York,New York,District A,63,8.06,507.78,345.87,161.91,3.9,True,2024-11-23
Store #102,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Francisco,District B,22,7.76,170.72,102.3,68.42,4.4,True,2024-06-11
Store #107,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,Florida,Miami,District D,30,11.24,337.2,199.8,137.4,4.4,True,2024-04-03
Store #107,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Florida,Miami,District D,130,18.31,2380.3,1653.6,726.7,4.6,True,2024-11-13
Store #107,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Florida,Miami,District D,117,2.85,333.45,197.73,135.72,4.3,True,2024-11-22
Store #103,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Austin,District C,47,8.32,391.04,232.18,158.86,4.9,False,2024-09-20
Store #104,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Dallas,District C,32,16.37,523.84,303.04,220.8,3.9,True,2024-10-05
Store #103,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Texas,Austin,District C,83,20.24,1679.92,938.73,741.19,4.7,True,2024-01-04
Store #109,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,San Diego,District A,72,5.28,380.16,221.04,159.12,4.5,True,2024-07-31
Store #109,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Diego,District A,108,16.02,1730.16,974.16,756.0,4.3,True,2024-08-29
Store #106,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Washington,Seattle,District B,87,2.72,236.64,164.43,72.21,4.5,True,2024-08-25
Store #103,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Texas,Austin,District C,13,6.18,80.34,51.61,28.73,4.4,True,2024-03-20
Store #108,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Illinois,Chicago,District B,66,6.43,424.38,258.72,165.66,4.5,True,2024-12-02
Store #108,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Illinois,Chicago,District B,125,3.86,482.5,298.75,183.75,4.1,True,2024-11-26
Store #104,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Dallas,District C,52,19.86,1032.72,711.36,321.36,4.2,True,2024-12-01
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,59,19.45,1147.55,782.93,364.62,4.9,True,2024-11-10
Store #106,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Washington,Seattle,District B,24,20.27,486.48,284.88,201.6,4.5,True,2024-10-26
Store #103,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Austin,District C,98,8.15,798.7,468.44,330.26,4.5,True,2024-11-30
Store #104,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,Texas,Dallas,District C,83,7.8,647.4,367.69,279.71,4.7,True,2024-10-11
Store #108,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Illinois,Chicago,District B,105,5.18,543.9,375.9,168.0,4.5,True,2024-03-23
Store #105,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,New York,New York,District A,34,18.38,624.92,385.56,239.36,4.8,True,2024-09-12
Store #108,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Illinois,Chicago,District B,49,4.46,218.54,125.44,93.1,4.2,True,2024-04-05
Store #110,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Houston,District C,132,2.85,376.2,219.12,157.08,4.6,True,2024-09-26
Store #103,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Austin,District C,137,18.5,2534.5,1450.83,1083.67,4.8,True,2024-10-12
Store #102,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Francisco,District B,106,16.36,1734.16,1142.68,591.48,3.9,True,2024-07-05
Store #101,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,California,Los Angeles,District A,130,4.54,590.2,408.2,182.0,4.9,True,2024-05-15
Store #109,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,California,San Diego,District A,94,19.34,1817.96,1189.1,628.86,4.7,True,2024-08-12
Store #109,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Diego,District A,65,8.1,526.5,320.45,206.05,3.9,True,2024-04-04
Store #101,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,Los Angeles,District A,76,5.54,421.04,246.24,174.8,4.3,False,2024-01-09
Store #110,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Houston,District C,33,18.91,624.03,375.54,248.49,4.8,True,2024-06-13
Store #110,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Houston,District C,43,4.05,174.15,100.19,73.96,4.9,True,2024-01-12
Store #106,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Washington,Seattle,District B,28,19.6,548.8,341.32,207.48,4.6,True,2024-01-13
Store #104,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Dallas,District C,55,4.67,256.85,163.35,93.5,5.0,False,2024-11-09
Store #110,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Houston,District C,34,2.69,91.46,51.0,40.46,4.0,True,2024-02-17
Store #104,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Texas,Dallas,District C,122,15.85,1933.7,1282.22,651.48,4.0,False,2024-03-01
Store #102,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,San Francisco,District B,102,3.95,402.9,229.5,173.4,4.0,True,2024-02-27
Store #101,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,California,Los Angeles,District A,92,2.84,261.28,180.32,80.96,4.7,True,2024-03-10
Store #104,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Dallas,District C,14,18.6,260.4,150.78,109.62,4.3,True,2024-04-19
Store #101,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,Los Angeles,District A,121,20.29,2455.09,1594.78,860.31,4.2,True,2024-04-01
Store #103,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Austin,District C,30,6.22,186.6,103.2,83.4,4.5,True,2024-03-31
Store #109,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,San Diego,District A,7,16.11,112.77,67.55,45.22,4.0,True,2024-06-21
Store #107,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Florida,Miami,District D,54,16.31,880.74,532.98,347.76,5.0,True,2024-01-09
Store #102,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,California,San Francisco,District B,5,8.75,43.75,25.45,18.3,4.6,True,2024-12-01
Store #103,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Texas,Austin,District C,132,8.76,1156.32,770.88,385.44,4.1,True,2024-10-25
Store #103,PID-1005,Artisan Sourdough Loaf,HarvestGold,Pack,8,Texas,Austin,District C,113,6.77,765.01,483.64,281.37,4.4,True,2024-04-07
Store #103,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,Texas,Austin,District C,71,5.52,391.92,267.67,124.25,4.7,False,2024-01-14
Store #108,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Illinois,Chicago,District B,36,4.43,159.48,91.44,68.04,4.1,True,2024-08-04
Store #101,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,California,Los Angeles,District A,20,15.9,318.0,209.4,108.6,3.9,True,2024-11-02
Store #110,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Houston,District C,63,4.32,272.16,184.59,87.57,4.4,True,2024-07-30
Store #102,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,California,San Francisco,District B,71,8.35,592.85,340.09,252.76,4.9,True,2024-06-12
Store #101,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,California,Los Angeles,District A,78,5.04,393.12,219.96,173.16,3.8,True,2024-12-25
Store #107,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Florida,Miami,District D,120,2.75,330.0,225.6,104.4,4.2,False,2024-10-15
Store #108,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Illinois,Chicago,District B,94,18.75,1762.5,1081.94,680.56,4.0,True,2024-12-12
Store #108,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Illinois,Chicago,District B,69,3.97,273.93,151.11,122.82,3.9,False,2024-03-11
Store #102,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,San Francisco,District B,14,11.15,156.1,104.72,51.38,4.7,True,2024-03-03
Store #104,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Texas,Dallas,District C,107,3.9,417.3,288.9,128.4,4.4,True,2024-08-18
Store #101,PID-1009,Raw Wildflower Honey 500g,GreenValley,Jar,12,California,Los Angeles,District A,137,11.03,1511.11,995.99,515.12,4.2,False,2024-01-07
Store #110,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Houston,District C,92,4.58,421.36,261.28,160.08,4.0,False,2024-02-25
Store #108,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Illinois,Chicago,District B,18,3.97,71.46,41.76,29.7,3.9,False,2024-05-06
Store #105,PID-1006,Organic Rolled Oats 1kg,HarvestGold,Bag,10,New York,New York,District A,75,7.98,598.5,347.25,251.25,4.3,False,2024-09-28
Store #104,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Texas,Dallas,District C,116,4.35,504.6,317.84,186.76,4.4,True,2024-01-09
Store #107,PID-1012,Organic Chia Seeds 500g,NutriFarm,Bag,12,Florida,Miami,District D,69,8.49,585.81,340.17,245.64,4.5,True,2024-08-07
Store #104,PID-1010,Extra Virgin Olive Oil 750ml,GreenValley,Bottle,6,Texas,Dallas,District C,45,19.6,882.0,606.6,275.4,4.3,True,2024-07-25
Store #107,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Florida,Miami,District D,43,6.03,259.29,165.55,93.74,4.4,True,2024-08-11
Store #108,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Illinois,Chicago,District B,19,4.71,89.49,54.72,34.77,4.3,True,2024-01-17
Store #106,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,Washington,Seattle,District B,11,20.5,225.5,150.92,74.58,3.9,True,2024-10-28
Store #108,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,Illinois,Chicago,District B,14,3.8,53.2,34.44,18.76,4.5,True,2024-05-09
Store #109,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,San Diego,District A,74,4.02,297.48,177.6,119.88,4.6,True,2024-10-15
Store #106,PID-1003,Dark Roast Whole Bean 500g,PureBrew,Bag,6,Washington,Seattle,District B,70,16.17,1131.9,707.7,424.2,4.8,True,2024-01-22
Store #110,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Houston,District C,140,2.93,410.2,264.6,145.6,4.6,True,2024-07-21
Store #110,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Houston,District C,35,2.88,100.8,61.25,39.55,4.5,True,2024-12-16
Store #107,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,Florida,Miami,District D,43,6.11,262.73,155.66,107.07,3.9,True,2024-02-20
Store #105,PID-1004,Greek Yogurt Plain 450g,AlpineDairy,Tub,12,New York,New York,District A,49,5.43,266.07,163.66,102.41,4.1,True,2024-04-29
Store #109,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Diego,District A,79,20.16,1592.64,1094.15,498.49,5.0,True,2024-10-29
Store #101,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,Los Angeles,District A,47,4.14,194.58,131.6,62.98,4.9,True,2024-05-15
Store #104,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Dallas,District C,136,2.78,378.08,259.76,118.32,4.8,False,2024-01-27
Store #107,PID-1001,Organic Almond Milk 1L,NutriFarm,Carton,12,Florida,Miami,District D,12,4.55,54.6,35.4,19.2,4.1,True,2024-03-22
Store #109,PID-1002,Cold Brew Coffee 330ml,PureBrew,Bottle,24,California,San Diego,District A,99,4.06,401.94,266.31,135.63,4.5,True,2024-04-30
Store #110,PID-1008,Sparkling Spring Water 750ml,VitalityFoods,Bottle,12,Texas,Houston,District C,33,2.67,88.11,54.45,33.66,3.8,True,2024-03-16
Store #109,PID-1011,Matcha Green Tea Powder 100g,VitalityFoods,Tin,12,California,San Diego,District A,79,20.85,1647.15,1031.74,615.41,4.8,True,2024-10-27
Store #109,PID-1007,Grass-Fed Whole Milk 1 Gal,AlpineDairy,Jug,6,California,San Diego,District A,82,6.31,517.42,296.84,220.58,3.9,True,2024-05-13
